"fdp_list","power_list","power_eur_list","power_afr_list","power_homo_list"
0.166935733021646,0.4815,0.301,0.757,0.818
0.17381108957147,0.3835,0.664,0.055,0.771
0.173976124536505,0.38375,0.664,0.055,0.772
0.175479040525035,0.3865,0.667,0.055,0.78
0.17499322270022,0.38625,0.668,0.053,0.78
0.171407879991865,0.479,0.389,0.666,0.811
0.175126848256051,0.38625,0.668,0.055,0.778
0.151750222441501,0.2725,0.37,0.059,0.622
0.167656349063817,0.478,0.302,0.747,0.815
0.17349030671169,0.3835,0.665,0.053,0.772
0.172859491408282,0.47625,0.316,0.724,0.814
0.172084639267222,0.37475,0.638,0.064,0.752
0.175126848256051,0.38625,0.668,0.055,0.778
0.173866242195445,0.3835,0.663,0.055,0.772
0.167021526161748,0.48,0.297,0.755,0.818
0.160293434818152,0.335,0.525,0.09,0.681
0.174127111760663,0.38375,0.664,0.055,0.772
0.175126848256051,0.38625,0.668,0.055,0.778
0.151258721954353,0.33175,0.378,0.273,0.633
0.173793514922718,0.383,0.662,0.055,0.771
0.176008899538103,0.39,0.674,0.055,0.787
0.175448209567374,0.386,0.665,0.055,0.78
0.175417579438962,0.38975,0.675,0.053,0.787
0.164162865798264,0.33725,0.543,0.07,0.692
0.174296694415859,0.38325,0.662,0.055,0.772
0.175574278620273,0.386,0.665,0.055,0.78
0.157787883008065,0.31125,0.485,0.062,0.655
0.174022100003087,0.38375,0.659,0.062,0.77
0.16597001306358,0.47125,0.41,0.635,0.789
0.176008899538103,0.39,0.674,0.055,0.787
0.175770804300008,0.39025,0.675,0.055,0.787
0.14574199143687,0.20775,0.215,0.033,0.55
0.155357860767379,0.32225,0.477,0.11,0.657
